ID,age,age bucket,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,response
9464,58,38 to 58,retired,married,basic.9y,no,no,no,telephone,jun,fri,33,0
9465,38,38 to 58,services,married,basic.9y,no,no,no,telephone,jun,fri,31,0
9466,25,17 to 37,admin.,married,university.degree,no,yes,no,telephone,jun,fri,109,0
9467,32,17 to 37,unemployed,divorced,basic.4y,no,no,yes,telephone,jun,fri,19,0
9468,49,38 to 58,admin.,single,high.school,no,yes,no,telephone,jun,fri,68,0
9469,46,38 to 58,entrepreneur,married,professional.course,unknown,no,no,telephone,jun,fri,243,0
9470,42,38 to 58,entrepreneur,single,university.degree,no,yes,no,telephone,jun,fri,491,0
9471,59,59 to 79,blue-collar,married,basic.6y,no,yes,no,telephone,jun,fri,127,0
9472,32,17 to 37,housemaid,married,university.degree,no,yes,no,telephone,jun,fri,1291,0
9473,29,17 to 37,self-employed,single,university.degree,no,no,no,telephone,jun,mon,221,0
9474,45,38 to 58,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,214,0
9475,32,17 to 37,housemaid,single,basic.4y,no,yes,yes,telephone,jun,mon,123,0
9476,26,17 to 37,services,single,high.school,no,no,yes,telephone,jun,mon,74,0
9477,47,38 to 58,entrepreneur,married,university.degree,no,yes,no,telephone,jun,mon,82,0
9478,29,17 to 37,admin.,single,university.degree,no,yes,no,telephone,jun,mon,164,0
9479,26,17 to 37,services,single,high.school,no,yes,no,telephone,jun,mon,256,0
9480,46,38 to 58,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,86,0
9481,48,38 to 58,technician,married,professional.course,no,yes,no,telephone,jun,mon,358,0
9482,48,38 to 58,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,349,0
9483,33,17 to 37,self-employed,married,basic.9y,no,yes,no,telephone,jun,mon,107,0
9484,31,17 to 37,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,mon,238,0
9485,34,17 to 37,blue-collar,married,professional.course,no,yes,no,telephone,jun,mon,38,0
9486,25,17 to 37,services,single,high.school,unknown,no,no,telephone,jun,mon,73,0
9487,32,17 to 37,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,78,0
9488,54,38 to 58,blue-collar,unknown,basic.6y,unknown,no,no,telephone,jun,mon,832,0
9489,52,38 to 58,self-employed,married,university.degree,unknown,yes,yes,telephone,jun,mon,106,0
9490,45,38 to 58,housemaid,single,basic.9y,no,yes,no,telephone,jun,mon,113,0
9491,36,17 to 37,self-employed,married,university.degree,no,yes,no,telephone,jun,mon,529,0
9492,38,38 to 58,admin.,divorced,university.degree,no,yes,no,telephone,jun,mon,464,0
9493,34,17 to 37,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,mon,61,0
9494,38,38 to 58,blue-collar,single,basic.4y,no,yes,no,telephone,jun,mon,108,0
9495,39,38 to 58,services,single,high.school,unknown,yes,no,telephone,jun,mon,332,0
9496,51,38 to 58,services,married,high.school,unknown,yes,no,telephone,jun,mon,81,0
9497,60,59 to 79,unknown,married,university.degree,no,yes,no,telephone,jun,mon,112,0
9498,29,17 to 37,blue-collar,married,high.school,no,no,no,telephone,jun,mon,181,0
9499,50,38 to 58,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,mon,108,0
9500,37,17 to 37,technician,married,basic.9y,no,no,no,telephone,jun,mon,226,0
9501,51,38 to 58,entrepreneur,divorced,university.degree,unknown,no,no,telephone,jun,mon,60,0
9502,48,38 to 58,technician,married,professional.course,no,yes,no,telephone,jun,mon,85,0
9503,39,38 to 58,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,202,0
9504,37,17 to 37,admin.,single,university.degree,no,yes,no,telephone,jun,mon,540,0
9505,36,17 to 37,technician,married,university.degree,no,yes,no,telephone,jun,mon,196,0
9506,40,38 to 58,services,married,basic.6y,unknown,yes,no,telephone,jun,mon,52,0
9507,47,38 to 58,management,married,basic.4y,no,no,yes,telephone,jun,mon,74,0
9508,44,38 to 58,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,299,0
9509,36,17 to 37,blue-collar,single,high.school,no,unknown,unknown,telephone,jun,mon,311,0
9510,26,17 to 37,technician,married,basic.6y,no,no,no,telephone,jun,mon,123,0
9511,33,17 to 37,admin.,married,university.degree,no,no,yes,telephone,jun,mon,232,0
9512,52,38 to 58,housemaid,married,basic.4y,unknown,yes,no,telephone,jun,mon,65,0
9513,40,38 to 58,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,jun,mon,65,0
9514,41,38 to 58,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,157,0
9515,45,38 to 58,admin.,married,university.degree,no,yes,no,telephone,jun,mon,216,0
9516,30,17 to 37,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,mon,79,0
9517,33,17 to 37,technician,married,professional.course,no,no,no,telephone,jun,mon,220,0
9518,39,38 to 58,admin.,single,unknown,no,no,yes,telephone,jun,mon,152,0
9519,33,17 to 37,management,married,university.degree,no,no,no,telephone,jun,mon,140,0
9520,31,17 to 37,blue-collar,single,unknown,no,yes,no,telephone,jun,mon,400,0
9521,42,38 to 58,technician,divorced,basic.9y,no,yes,no,telephone,jun,mon,163,0
9522,35,17 to 37,entrepreneur,divorced,high.school,no,yes,no,telephone,jun,mon,77,0
9523,56,38 to 58,retired,married,basic.6y,no,unknown,unknown,telephone,jun,mon,356,0
9524,52,38 to 58,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,jun,mon,117,0
9525,29,17 to 37,admin.,single,university.degree,no,no,no,telephone,jun,mon,1055,1
9526,56,38 to 58,retired,married,basic.4y,no,yes,no,telephone,jun,mon,772,0
9527,38,38 to 58,admin.,married,basic.9y,unknown,yes,no,telephone,jun,mon,306,0
9528,60,59 to 79,technician,married,professional.course,unknown,yes,no,telephone,jun,mon,64,0
9529,56,38 to 58,services,married,basic.4y,unknown,yes,no,telephone,jun,mon,139,0
9530,39,38 to 58,self-employed,married,university.degree,no,no,yes,telephone,jun,mon,72,0
9531,40,38 to 58,services,married,basic.6y,unknown,no,no,telephone,jun,mon,49,0
9532,56,38 to 58,services,married,basic.4y,unknown,yes,yes,telephone,jun,mon,287,0
9533,30,17 to 37,blue-collar,single,basic.4y,unknown,no,yes,telephone,jun,mon,136,0
9534,43,38 to 58,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,mon,119,0
9535,39,38 to 58,admin.,married,high.school,no,no,yes,telephone,jun,mon,422,0
9536,41,38 to 58,unknown,single,basic.6y,unknown,no,yes,telephone,jun,mon,125,0
9537,27,17 to 37,admin.,single,high.school,unknown,yes,no,telephone,jun,mon,114,0
9538,43,38 to 58,technician,divorced,professional.course,no,yes,no,telephone,jun,mon,99,0
9539,37,17 to 37,technician,married,professional.course,unknown,yes,no,telephone,jun,mon,218,0
9540,25,17 to 37,services,married,high.school,no,yes,no,telephone,jun,mon,174,0
9541,37,17 to 37,technician,married,professional.course,unknown,no,yes,telephone,jun,mon,168,0
9542,24,17 to 37,admin.,single,professional.course,no,yes,yes,telephone,jun,mon,233,0
9543,59,59 to 79,retired,married,basic.4y,no,yes,yes,telephone,jun,mon,322,0
9544,32,17 to 37,technician,single,university.degree,no,no,no,telephone,jun,mon,443,0
9545,30,17 to 37,admin.,married,unknown,no,yes,yes,telephone,jun,mon,76,0
9546,40,38 to 58,technician,married,professional.course,no,yes,no,telephone,jun,mon,217,0
9547,27,17 to 37,services,married,high.school,no,no,no,telephone,jun,mon,257,0
9548,30,17 to 37,blue-collar,single,basic.4y,unknown,no,no,telephone,jun,mon,882,1
9549,48,38 to 58,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,254,0
9550,37,17 to 37,admin.,divorced,university.degree,no,no,no,telephone,jun,mon,83,0
9551,39,38 to 58,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,213,0
9552,34,17 to 37,admin.,married,basic.9y,no,yes,no,telephone,jun,mon,252,0
9553,41,38 to 58,blue-collar,divorced,basic.6y,no,yes,no,telephone,jun,mon,36,0
9554,34,17 to 37,admin.,married,high.school,no,no,no,telephone,jun,mon,540,0
9555,36,17 to 37,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,280,0
9556,37,17 to 37,admin.,divorced,university.degree,no,yes,no,telephone,jun,mon,683,0
9557,42,38 to 58,services,married,high.school,no,no,yes,telephone,jun,mon,230,0
9558,39,38 to 58,technician,married,professional.course,no,yes,no,telephone,jun,mon,452,0
9559,39,38 to 58,services,married,high.school,no,yes,yes,telephone,jun,mon,149,0
9560,35,17 to 37,admin.,married,high.school,no,yes,yes,telephone,jun,mon,172,0
9561,35,17 to 37,unemployed,divorced,high.school,unknown,yes,no,telephone,jun,mon,51,0
9562,34,17 to 37,blue-collar,married,basic.6y,unknown,no,yes,telephone,jun,mon,35,0
9563,42,38 to 58,technician,single,basic.9y,unknown,no,no,telephone,jun,mon,626,0
9564,49,38 to 58,admin.,divorced,high.school,no,yes,no,telephone,jun,mon,122,0
9565,53,38 to 58,admin.,single,basic.6y,no,yes,no,telephone,jun,mon,63,0
9566,29,17 to 37,admin.,married,high.school,no,no,no,telephone,jun,mon,100,0
9567,32,17 to 37,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,70,0
9568,29,17 to 37,admin.,married,high.school,no,no,no,telephone,jun,mon,255,0
9569,46,38 to 58,self-employed,divorced,basic.9y,no,yes,no,telephone,jun,mon,217,0
9570,58,38 to 58,management,married,unknown,unknown,yes,no,telephone,jun,mon,1098,0
9571,32,17 to 37,admin.,single,university.degree,no,yes,yes,telephone,jun,mon,176,0
9572,44,38 to 58,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,331,0
9573,26,17 to 37,student,single,high.school,no,no,no,telephone,jun,mon,901,1
9574,56,38 to 58,technician,divorced,professional.course,unknown,yes,no,telephone,jun,mon,123,0
9575,25,17 to 37,blue-collar,married,professional.course,unknown,yes,no,telephone,jun,mon,77,0
9576,29,17 to 37,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,91,0
9577,44,38 to 58,blue-collar,married,professional.course,no,no,no,telephone,jun,mon,63,0
9578,44,38 to 58,technician,divorced,professional.course,no,yes,no,telephone,jun,mon,173,0
9579,44,38 to 58,blue-collar,single,basic.4y,no,no,no,telephone,jun,mon,128,0
9580,44,38 to 58,blue-collar,single,basic.4y,no,yes,no,telephone,jun,mon,76,0
9581,29,17 to 37,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,411,0
9582,37,17 to 37,blue-collar,married,professional.course,no,yes,no,telephone,jun,mon,179,0
9583,34,17 to 37,self-employed,married,university.degree,no,no,no,telephone,jun,mon,139,0
9584,54,38 to 58,blue-collar,married,basic.9y,unknown,yes,yes,telephone,jun,mon,75,0
9585,58,38 to 58,retired,divorced,professional.course,unknown,no,no,telephone,jun,mon,210,0
9586,24,17 to 37,services,single,high.school,no,no,no,telephone,jun,mon,700,1
9587,35,17 to 37,technician,married,professional.course,no,yes,yes,telephone,jun,mon,329,0
9588,30,17 to 37,admin.,divorced,high.school,no,yes,no,telephone,jun,mon,225,0
9589,40,38 to 58,technician,married,professional.course,unknown,no,no,telephone,jun,mon,96,0
9590,29,17 to 37,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,166,0
9591,54,38 to 58,technician,single,basic.9y,no,no,no,telephone,jun,mon,186,0
9592,40,38 to 58,technician,married,professional.course,unknown,yes,no,telephone,jun,mon,92,0
9593,52,38 to 58,management,divorced,university.degree,no,yes,no,telephone,jun,mon,80,0
9594,44,38 to 58,blue-collar,single,basic.6y,unknown,yes,no,telephone,jun,mon,67,0
9595,34,17 to 37,blue-collar,married,professional.course,no,yes,yes,telephone,jun,mon,190,0
9596,31,17 to 37,admin.,single,university.degree,no,no,no,telephone,jun,mon,104,0
9597,30,17 to 37,admin.,single,high.school,no,yes,no,telephone,jun,mon,174,0
9598,36,17 to 37,technician,married,professional.course,no,yes,yes,telephone,jun,mon,37,0
9599,26,17 to 37,student,single,high.school,no,no,no,telephone,jun,mon,589,0
9600,36,17 to 37,technician,married,professional.course,no,no,no,telephone,jun,mon,183,0
9601,36,17 to 37,technician,married,professional.course,no,no,no,telephone,jun,mon,151,0
9602,40,38 to 58,housemaid,single,university.degree,no,yes,no,telephone,jun,mon,29,0
9603,46,38 to 58,admin.,single,university.degree,unknown,yes,no,telephone,jun,mon,186,0
9604,34,17 to 37,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,73,0
9605,46,38 to 58,entrepreneur,married,professional.course,unknown,no,no,telephone,jun,mon,88,0
9606,27,17 to 37,technician,single,professional.course,no,yes,yes,telephone,jun,mon,522,0
9607,36,17 to 37,entrepreneur,married,high.school,no,yes,no,telephone,jun,mon,112,0
9608,50,38 to 58,management,married,high.school,unknown,no,no,telephone,jun,mon,65,0
9609,28,17 to 37,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,149,0
9610,34,17 to 37,admin.,married,university.degree,no,yes,no,telephone,jun,mon,206,0
9611,41,38 to 58,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,123,0
9612,41,38 to 58,technician,single,university.degree,unknown,yes,yes,telephone,jun,mon,378,0
9613,40,38 to 58,housemaid,married,high.school,unknown,yes,no,telephone,jun,mon,100,0
9614,25,17 to 37,blue-collar,single,basic.4y,no,yes,yes,telephone,jun,mon,81,0
9615,43,38 to 58,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,175,0
9616,35,17 to 37,admin.,married,high.school,no,no,no,telephone,jun,mon,250,0
9617,38,38 to 58,self-employed,married,basic.9y,unknown,no,no,telephone,jun,mon,156,0
9618,45,38 to 58,self-employed,divorced,university.degree,no,yes,yes,telephone,jun,mon,173,0
9619,32,17 to 37,technician,married,professional.course,no,yes,no,telephone,jun,mon,127,0
9620,51,38 to 58,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,324,0
9621,33,17 to 37,technician,single,high.school,no,no,no,telephone,jun,mon,198,0
9622,39,38 to 58,self-employed,married,basic.4y,unknown,no,no,telephone,jun,mon,87,0
9623,56,38 to 58,entrepreneur,divorced,university.degree,no,no,yes,telephone,jun,mon,311,0
9624,35,17 to 37,blue-collar,married,basic.9y,unknown,yes,yes,telephone,jun,mon,313,0
9625,57,38 to 58,retired,married,basic.4y,unknown,no,yes,telephone,jun,mon,302,0
9626,54,38 to 58,unemployed,single,basic.6y,no,yes,yes,telephone,jun,mon,91,0
9627,49,38 to 58,blue-collar,single,basic.4y,no,no,no,telephone,jun,mon,47,0
9628,40,38 to 58,technician,married,professional.course,no,no,no,telephone,jun,mon,119,0
9629,33,17 to 37,management,married,high.school,no,no,yes,telephone,jun,mon,117,0
9630,33,17 to 37,unemployed,single,high.school,no,yes,no,telephone,jun,mon,142,0
9631,24,17 to 37,services,single,high.school,no,yes,yes,telephone,jun,mon,183,0
9632,25,17 to 37,technician,single,high.school,no,yes,yes,telephone,jun,mon,249,0
9633,34,17 to 37,services,married,basic.9y,no,yes,no,telephone,jun,mon,274,0
9634,37,17 to 37,unemployed,single,basic.9y,no,yes,no,telephone,jun,mon,144,0
9635,39,38 to 58,management,married,university.degree,no,yes,no,telephone,jun,mon,23,0
9636,32,17 to 37,technician,single,professional.course,no,no,no,telephone,jun,mon,128,0
9637,34,17 to 37,admin.,married,high.school,no,yes,no,telephone,jun,mon,491,1
9638,25,17 to 37,services,single,high.school,no,yes,no,telephone,jun,mon,162,0
9639,32,17 to 37,admin.,single,professional.course,no,no,yes,telephone,jun,mon,213,0
9640,29,17 to 37,blue-collar,married,basic.4y,no,no,yes,telephone,jun,mon,164,0
9641,59,59 to 79,housemaid,married,basic.4y,no,no,yes,telephone,jun,mon,63,0
9642,39,38 to 58,self-employed,married,basic.9y,unknown,no,no,telephone,jun,mon,79,0
9643,35,17 to 37,technician,married,university.degree,no,no,no,telephone,jun,mon,114,0
9644,33,17 to 37,technician,married,basic.9y,no,no,no,telephone,jun,mon,136,0
9645,25,17 to 37,technician,single,professional.course,no,yes,no,telephone,jun,mon,97,0
9646,60,59 to 79,management,married,unknown,unknown,no,no,telephone,jun,mon,100,0
9647,44,38 to 58,technician,married,basic.6y,unknown,yes,no,telephone,jun,mon,160,0
9648,31,17 to 37,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,mon,240,0
9649,36,17 to 37,technician,married,university.degree,no,yes,no,telephone,jun,mon,78,0
9650,30,17 to 37,services,married,university.degree,unknown,no,yes,telephone,jun,mon,87,0
9651,36,17 to 37,technician,married,high.school,no,no,no,telephone,jun,mon,940,1
9652,53,38 to 58,blue-collar,married,basic.4y,no,no,yes,telephone,jun,mon,340,0
9653,40,38 to 58,unemployed,married,high.school,no,yes,no,telephone,jun,mon,196,0
9654,48,38 to 58,unemployed,married,basic.9y,no,yes,no,telephone,jun,mon,85,0
9655,36,17 to 37,admin.,married,university.degree,no,no,no,telephone,jun,mon,199,0
9656,47,38 to 58,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,160,0
9657,28,17 to 37,admin.,single,basic.9y,no,no,no,telephone,jun,mon,166,0
9658,31,17 to 37,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,271,0
9659,58,38 to 58,technician,married,basic.4y,no,no,no,telephone,jun,mon,317,0
9660,36,17 to 37,admin.,single,high.school,no,no,no,telephone,jun,mon,98,0
9661,34,17 to 37,admin.,single,high.school,no,yes,yes,telephone,jun,mon,123,0
9662,34,17 to 37,technician,married,university.degree,no,no,no,telephone,jun,mon,321,0
9663,44,38 to 58,admin.,married,university.degree,unknown,no,no,telephone,jun,mon,78,0
9664,33,17 to 37,services,divorced,high.school,no,yes,no,telephone,jun,mon,73,0
9665,29,17 to 37,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,327,0
9666,36,17 to 37,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,mon,411,0
9667,43,38 to 58,admin.,single,high.school,no,no,no,telephone,jun,mon,198,0
9668,32,17 to 37,services,married,unknown,no,no,no,telephone,jun,mon,98,0
9669,46,38 to 58,admin.,single,university.degree,no,yes,no,telephone,jun,mon,24,0
9670,50,38 to 58,technician,married,professional.course,no,no,yes,telephone,jun,mon,352,0
9671,41,38 to 58,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,mon,245,0
9672,38,38 to 58,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,559,0
9673,41,38 to 58,management,married,high.school,no,yes,no,telephone,jun,mon,440,0
9674,49,38 to 58,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jun,mon,242,0
9675,38,38 to 58,technician,married,high.school,no,no,no,telephone,jun,mon,479,0
9676,50,38 to 58,services,single,basic.4y,no,no,no,telephone,jun,mon,514,0
9677,53,38 to 58,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,91,0
9678,39,38 to 58,admin.,married,university.degree,no,yes,no,telephone,jun,mon,78,0
9679,43,38 to 58,management,married,basic.4y,no,yes,no,telephone,jun,mon,318,0
9680,41,38 to 58,services,single,high.school,no,no,no,telephone,jun,mon,295,0
9681,32,17 to 37,blue-collar,married,high.school,no,yes,no,telephone,jun,mon,83,0
9682,31,17 to 37,admin.,married,high.school,no,no,no,telephone,jun,mon,346,0
9683,29,17 to 37,self-employed,married,high.school,no,no,no,telephone,jun,mon,238,0
9684,52,38 to 58,entrepreneur,married,basic.9y,unknown,no,no,telephone,jun,mon,291,0
9685,58,38 to 58,unknown,married,basic.4y,no,yes,no,telephone,jun,mon,149,0
9686,47,38 to 58,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,200,0
9687,45,38 to 58,admin.,married,high.school,no,no,no,telephone,jun,mon,290,0
9688,45,38 to 58,technician,married,high.school,no,yes,no,telephone,jun,mon,222,0
9689,37,17 to 37,blue-collar,married,high.school,no,yes,no,telephone,jun,mon,90,0
9690,49,38 to 58,entrepreneur,married,university.degree,no,no,no,telephone,jun,mon,171,0
9691,26,17 to 37,technician,married,professional.course,no,no,no,telephone,jun,mon,170,0
9692,40,38 to 58,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,493,0
9693,32,17 to 37,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,188,0
9694,30,17 to 37,blue-collar,single,basic.4y,no,no,no,telephone,jun,mon,17,0
9695,60,59 to 79,management,married,university.degree,no,no,no,telephone,jun,mon,316,0
9696,39,38 to 58,admin.,single,university.degree,unknown,yes,no,telephone,jun,mon,398,0
9697,35,17 to 37,blue-collar,married,basic.9y,no,no,yes,telephone,jun,mon,782,0
9698,32,17 to 37,admin.,single,high.school,no,no,no,telephone,jun,mon,137,0
9699,28,17 to 37,entrepreneur,single,high.school,no,yes,no,telephone,jun,mon,419,0
9700,48,38 to 58,admin.,married,high.school,unknown,yes,no,telephone,jun,mon,65,0
9701,46,38 to 58,admin.,married,high.school,unknown,yes,no,telephone,jun,mon,96,0
9702,26,17 to 37,admin.,single,high.school,no,yes,no,telephone,jun,mon,223,0
9703,28,17 to 37,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,mon,70,0
9704,52,38 to 58,unknown,married,basic.4y,no,no,yes,telephone,jun,mon,150,0
9705,29,17 to 37,blue-collar,single,high.school,unknown,no,no,telephone,jun,mon,559,0
9706,38,38 to 58,technician,married,professional.course,no,yes,no,telephone,jun,mon,952,1
9707,42,38 to 58,services,divorced,basic.6y,no,no,no,telephone,jun,mon,71,0
9708,36,17 to 37,admin.,married,university.degree,no,yes,no,telephone,jun,mon,152,0
9709,27,17 to 37,entrepreneur,single,university.degree,no,yes,no,telephone,jun,mon,486,1
9710,47,38 to 58,blue-collar,married,high.school,unknown,yes,no,telephone,jun,mon,224,0
9711,54,38 to 58,housemaid,married,professional.course,no,yes,no,telephone,jun,mon,152,0
9712,32,17 to 37,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,22,0
9713,42,38 to 58,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,130,0
9714,39,38 to 58,self-employed,married,university.degree,no,no,no,telephone,jun,mon,135,0
9715,37,17 to 37,blue-collar,unknown,basic.6y,unknown,no,no,telephone,jun,mon,199,0
9716,25,17 to 37,blue-collar,divorced,basic.9y,no,unknown,unknown,telephone,jun,mon,185,0
9717,34,17 to 37,management,single,high.school,no,yes,no,telephone,jun,mon,220,0
9718,41,38 to 58,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jun,mon,85,0
9719,40,38 to 58,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,258,0
9720,26,17 to 37,blue-collar,single,high.school,unknown,no,no,telephone,jun,mon,108,0
9721,49,38 to 58,admin.,single,university.degree,unknown,yes,no,telephone,jun,mon,244,0
9722,60,59 to 79,retired,divorced,basic.4y,unknown,yes,no,telephone,jun,mon,253,0
9723,42,38 to 58,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,306,0
9724,35,17 to 37,blue-collar,married,high.school,unknown,no,no,telephone,jun,mon,134,0
9725,30,17 to 37,admin.,married,high.school,unknown,yes,no,telephone,jun,mon,69,0
9726,42,38 to 58,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,175,0
9727,39,38 to 58,admin.,single,university.degree,no,yes,no,telephone,jun,mon,436,0
9728,25,17 to 37,technician,single,university.degree,no,no,no,telephone,jun,mon,92,0
9729,37,17 to 37,admin.,married,high.school,no,no,no,telephone,jun,mon,155,0
9730,32,17 to 37,technician,single,professional.course,no,yes,no,telephone,jun,mon,371,0
9731,35,17 to 37,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,216,0
9732,28,17 to 37,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,243,0
9733,32,17 to 37,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,718,0
9734,42,38 to 58,technician,married,basic.9y,no,yes,no,telephone,jun,mon,442,1
9735,35,17 to 37,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,184,0
9736,45,38 to 58,admin.,married,unknown,no,no,no,telephone,jun,mon,189,0
9737,39,38 to 58,self-employed,married,basic.4y,unknown,yes,no,telephone,jun,mon,164,0
9738,38,38 to 58,management,married,basic.6y,unknown,yes,no,telephone,jun,mon,166,0
9739,52,38 to 58,entrepreneur,married,basic.9y,unknown,yes,no,telephone,jun,mon,699,0
9740,41,38 to 58,self-employed,married,basic.9y,no,yes,no,telephone,jun,mon,178,0
9741,45,38 to 58,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,553,0
9742,32,17 to 37,services,married,high.school,unknown,no,no,telephone,jun,mon,1137,1
9743,38,38 to 58,housemaid,married,university.degree,no,no,no,telephone,jun,mon,100,0
9744,53,38 to 58,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,445,0
9745,37,17 to 37,blue-collar,divorced,basic.9y,no,yes,yes,telephone,jun,mon,332,0
9746,48,38 to 58,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,61,0
9747,36,17 to 37,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,90,0
9748,31,17 to 37,services,married,high.school,unknown,yes,no,telephone,jun,mon,174,0
9749,31,17 to 37,services,single,high.school,no,yes,no,telephone,jun,mon,204,0
9750,35,17 to 37,admin.,married,basic.9y,no,no,yes,telephone,jun,mon,271,0
9751,54,38 to 58,management,married,university.degree,no,no,no,telephone,jun,mon,87,0
9752,45,38 to 58,self-employed,married,professional.course,unknown,yes,yes,telephone,jun,mon,330,0
9753,41,38 to 58,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,259,0
9754,34,17 to 37,admin.,married,university.degree,no,no,no,telephone,jun,mon,237,0
9755,41,38 to 58,blue-collar,married,high.school,unknown,yes,yes,telephone,jun,mon,116,0
9756,35,17 to 37,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,388,0
9757,33,17 to 37,services,married,basic.4y,no,yes,yes,telephone,jun,mon,59,0
9758,51,38 to 58,services,single,high.school,unknown,no,no,telephone,jun,mon,329,0
9759,41,38 to 58,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,753,0
9760,40,38 to 58,services,married,unknown,unknown,yes,no,telephone,jun,mon,99,0
9761,50,38 to 58,technician,married,high.school,no,no,no,telephone,jun,mon,42,0
9762,33,17 to 37,blue-collar,married,basic.9y,no,no,yes,telephone,jun,mon,182,0
9763,37,17 to 37,admin.,married,high.school,no,no,no,telephone,jun,mon,250,0
9764,48,38 to 58,services,married,basic.6y,unknown,no,yes,telephone,jun,mon,511,0
9765,54,38 to 58,retired,married,university.degree,unknown,no,no,telephone,jun,mon,26,0
9766,34,17 to 37,technician,married,basic.6y,unknown,no,no,telephone,jun,mon,478,0
9767,35,17 to 37,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,579,0
9768,38,38 to 58,self-employed,married,university.degree,unknown,no,no,telephone,jun,mon,96,0
9769,37,17 to 37,blue-collar,single,high.school,no,yes,no,telephone,jun,mon,95,0
9770,40,38 to 58,housemaid,single,university.degree,no,no,no,telephone,jun,mon,126,0
9771,56,38 to 58,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,52,0
9772,35,17 to 37,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,mon,138,0
9773,35,17 to 37,technician,single,high.school,no,no,no,telephone,jun,mon,94,0
9774,44,38 to 58,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,299,0
9775,59,59 to 79,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,mon,69,0
9776,39,38 to 58,housemaid,married,basic.4y,no,yes,no,telephone,jun,mon,44,0
9777,39,38 to 58,admin.,married,university.degree,no,no,no,telephone,jun,mon,135,0
9778,53,38 to 58,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,154,0
9779,41,38 to 58,unemployed,married,basic.9y,unknown,yes,no,telephone,jun,mon,80,0
